phenotype	tissue	intron	pvalue	rcp
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39905985_39906111	9.63414814183008e-45	0.598
UKB_20002_1111_self_reported_asthma	Stomach	intron_17_39906271_39909756	1.64111371871051e-40	0.539
UKB_20002_1111_self_reported_asthma	Stomach	intron_8_144103225_144104025	2.6651902679178e-10	0.547
UKB_20002_1111_self_reported_asthma	Stomach	intron_8_144103225_144103847	2.80374695097224e-10	0.675
UKB_20002_1111_self_reported_asthma	Stomach	intron_8_144103225_144103553	2.80374695097227e-10	0.772
UKB_20002_1111_self_reported_asthma	Testis	intron_17_39908214_39908958	2.95824191931577e-55	0.619
UKB_20002_1111_self_reported_asthma	Testis	intron_17_39908201_39908958	7.16505198957576e-52	0.613
UKB_20002_1111_self_reported_asthma	Testis	intron_16_11126146_11136072	2.32115087128182e-26	0.6
UKB_20002_1111_self_reported_asthma	Testis	intron_16_11126146_11136069	3.86377158894739e-26	0.575
UKB_20002_1111_self_reported_asthma	Testis	intron_8_144103225_144103553	2.80374695097227e-10	0.998
UKB_20002_1111_self_reported_asthma	Testis	intron_8_144103225_144104025	9.91270369875222e-10	0.956
UKB_20002_1111_self_reported_asthma	Testis	intron_8_144103225_144103847	3.59466346166801e-09	0.597
UKB_20002_1111_self_reported_asthma	Thyroid	intron_17_39908214_39908958	6.81157004222268e-56	0.778
UKB_20002_1111_self_reported_asthma	Thyroid	intron_17_39908201_39908958	9.81615105775886e-52	0.778
UKB_20002_1111_self_reported_asthma	Thyroid	intron_17_39905985_39906111	6.45180325870161e-50	0.501
UKB_20002_1111_self_reported_asthma	Thyroid	intron_17_39906271_39909756	8.54696297743567e-46	0.676
UKB_20002_1111_self_reported_asthma	Thyroid	intron_8_144103225_144103553	2.80374695097224e-10	0.935
UKB_20002_1111_self_reported_asthma	Thyroid	intron_8_144103225_144104025	3.0088986463264e-10	0.631
UKB_20002_1111_self_reported_asthma	Thyroid	intron_8_144103225_144103847	5.55574594908533e-10	0.83
UKB_20002_1111_self_reported_asthma	Uterus	intron_17_39908214_39908958	2.41676744050996e-44	0.774
UKB_20002_1111_self_reported_asthma	Vagina	intron_17_39908201_39908958	6.33172206794286e-52	0.762
UKB_20002_1111_self_reported_asthma	Vagina	intron_17_39908214_39908958	6.41855330851142e-52	0.761
UKB_20002_1111_self_reported_asthma	Vagina	intron_17_39906271_39909756	1.82864396551217e-45	0.527
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_17_39908214_39908958	4.85957212212953e-56	0.827
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_17_39906271_39909756	4.12488641690403e-36	0.676
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_2_241749399_241750151	2.23407075878335e-20	0.582
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_16_27345020_27345374	3.77128914658688e-15	0.62
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_8_144103225_144103553	1.48782128170188e-10	0.981
UKB_20002_1111_self_reported_asthma	Whole_Blood	intron_8_144103225_144103847	1.84505207171122e-10	0.996
UKB_20002_1222_self_reported_type_1_diabetes	Esophagus_Mucosa	intron_6_32757883_32758850	1.27722624334132e-56	1
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	Liver	intron_6_31994707_32027417	3.37469126279596e-99	0.705
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Subcutaneous	intron_6_33287505_33287614	1.29479420415449e-23	0.841
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Subcutaneous	intron_6_33287505_33287592	1.2947942041545e-23	0.835
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Subcutaneous	intron_12_55990804_55991360	2.21513484325366e-11	0.569
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Subcutaneous	intron_19_10351162_10352926	1.24799333288734e-08	0.991
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Subcutaneous	intron_2_1404098_1406993	2.32456050555167e-08	0.874
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Visceral_Omentum	intron_6_33287505_33287614	1.97095409528132e-22	0.836
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Visceral_Omentum	intron_6_33287505_33287592	6.52314026934405e-22	0.84
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Visceral_Omentum	intron_22_37190677_37190865	1.20842732362952e-20	0.823
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adipose_Visceral_Omentum	intron_12_55990804_55991360	9.72473841978093e-12	0.616
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adrenal_Gland	intron_6_33287505_33287592	1.29479420415449e-23	0.818
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adrenal_Gland	intron_6_33287505_33287614	1.2947942041545e-23	0.816
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adrenal_Gland	intron_22_37190677_37190865	1.72326301196e-22	0.9
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Adrenal_Gland	intron_19_10351162_10352434	6.68164463105097e-11	0.721
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_6_33287505_33287614	1.46912175042423e-23	0.845
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_17_47345098_47347808	1.74084101848609e-12	0.97
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_12_55990804_55991360	9.90043074510796e-12	0.617
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_17_42126848_42128261	1.10977246251702e-11	0.808
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_17_42125898_42126755	2.21935016066482e-11	0.799
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_12_55997339_56002212	4.03937340051421e-10	0.659
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Aorta	intron_10_122424959_122426942	3.92604421880169e-09	0.664
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Coronary	intron_6_33287505_33287614	1.29479420415449e-23	0.834
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Coronary	intron_6_33287505_33287592	1.29479420415449e-23	0.842
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Coronary	intron_22_37190677_37190865	1.34250756781906e-22	0.847
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Coronary	intron_10_122424959_122426942	3.92604421880169e-09	0.589
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_6_33287505_33287614	2.48757996644101e-23	0.623
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_22_37195512_37197603	2.34697923706628e-22	0.567
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_17_42126848_42128261	3.79623612480149e-12	0.829
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_12_55990804_55991360	7.64703709579677e-12	0.562
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_17_42125898_42126755	2.14390569292794e-11	0.828
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_19_10351162_10352926	6.68164463105085e-11	0.935
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Artery_Tibial	intron_19_10351162_10352434	6.6816446310509e-11	0.974
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Amygdala	intron_22_37190677_37190865	1.09456960841592e-22	0.53
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Anterior_cingulate_cortex_BA24	intron_22_37190677_37190865	9.36277971847813e-24	0.547
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Anterior_cingulate_cortex_BA24	intron_17_42126848_42128261	3.79623612480153e-12	0.782
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Anterior_cingulate_cortex_BA24	intron_17_42125898_42126755	2.7610877878826e-10	0.776
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Caudate_basal_ganglia	intron_22_37190677_37190865	3.15831690879348e-23	0.864
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Caudate_basal_ganglia	intron_22_37185455_37190865	9.2891893331515e-23	0.532
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Caudate_basal_ganglia	intron_17_42125898_42126755	3.79623612480149e-12	0.732
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Caudate_basal_ganglia	intron_17_42126848_42128261	3.79623612480149e-12	0.662
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Cerebellar_Hemisphere	intron_17_42126848_42128261	3.79623612480149e-12	0.55
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Cerebellum	intron_6_29889604_29944500	6.68358308961912e-21	0.541
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Cerebellum	intron_19_10351162_10352434	7.43997593327959e-13	0.788
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Cortex	intron_6_33287505_33287614	1.29479420415447e-23	0.656
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Frontal_Cortex_BA9	intron_22_37190677_37190865	3.03297049997064e-23	0.777
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Frontal_Cortex_BA9	intron_2_162267569_162268087	3.44232831009816e-12	0.564
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Hippocampus	intron_22_37190677_37190865	7.34143439951151e-22	0.77
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Hypothalamus	intron_22_37190677_37190865	5.1855110639946e-23	0.669
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Nucleus_accumbens_basal_ganglia	intron_6_33287505_33287614	1.2947942041545e-23	0.527
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Putamen_basal_ganglia	intron_22_37190677_37190865	2.6161137620903e-23	0.6
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Brain_Spinal_cord_cervical_c-1	intron_22_37190677_37190865	8.56107438324241e-23	0.828
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Breast_Mammary_Tissue	intron_6_33287505_33287592	1.29479420415449e-23	0.81
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Breast_Mammary_Tissue	intron_6_33287505_33287614	1.29479420415449e-23	0.808
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Breast_Mammary_Tissue	intron_19_10351162_10352926	6.6816446310509e-11	0.612
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_Cultured_fibroblasts	intron_6_33287505_33287614	2.01263410709284e-21	0.83
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_Cultured_fibroblasts	intron_6_33287505_33287592	4.70085571041213e-21	0.83
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_Cultured_fibroblasts	intron_19_49691770_49692239	2.06293640853055e-10	0.771
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_Cultured_fibroblasts	intron_19_10351162_10352926	6.64480229286568e-09	0.983
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_EBV-transformed_lymphocytes	intron_6_33287505_33287614	1.29479420415449e-23	0.849
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_EBV-transformed_lymphocytes	intron_6_33287505_33287592	9.01764028991135e-23	0.865
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Cells_EBV-transformed_lymphocytes	intron_12_55997339_56002212	6.49811520583738e-12	0.515
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Sigmoid	intron_6_33287505_33287592	1.29479420415447e-23	0.834
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Sigmoid	intron_6_33287505_33287614	1.29479420415449e-23	0.805
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Sigmoid	intron_22_37190677_37190865	1.4147309517221e-21	0.804
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Sigmoid	intron_12_55990804_55991360	1.02235419096177e-11	0.566
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Sigmoid	intron_19_10351162_10352926	6.6816446310509e-11	0.839
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Transverse	intron_6_33287505_33287614	1.29479420415449e-23	0.757
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Colon_Transverse	intron_6_33287505_33287592	1.29479420415449e-23	0.757
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Gastroesophageal_Junction	intron_6_33287505_33287614	6.90859307980087e-23	0.818
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Gastroesophageal_Junction	intron_22_37190677_37190865	7.12324524666488e-23	0.812
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Gastroesophageal_Junction	intron_6_29889604_29944500	5.67926910337167e-17	0.552
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Gastroesophageal_Junction	intron_12_55990804_55991360	2.21513484325364e-11	0.552
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Gastroesophageal_Junction	intron_19_10351162_10352434	6.68164463105085e-11	0.658
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Mucosa	intron_6_33287505_33287614	2.50130912670974e-21	0.819
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Mucosa	intron_6_33287505_33287592	2.88565971274748e-21	0.813
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Mucosa	intron_12_55990804_55991360	8.73807714592412e-12	0.565
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Muscularis	intron_6_33287505_33287614	1.29479420415447e-23	0.826
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Esophagus_Muscularis	intron_12_55990804_55991360	6.60493731831442e-12	0.55
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Atrial_Appendage	intron_6_33287505_33287614	3.63602750973492e-23	0.781
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Atrial_Appendage	intron_12_55990804_55991360	1.32039560487461e-11	0.52
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Atrial_Appendage	intron_12_55991078_55991360	1.32790772232982e-11	0.521
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Atrial_Appendage	intron_9_5436694_5438213	5.08991214250361e-10	0.739
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Left_Ventricle	intron_6_33287505_33287614	1.34780360959008e-22	0.815
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Left_Ventricle	intron_12_55990804_55991360	7.31711753985786e-12	0.57
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Left_Ventricle	intron_17_7324012_7324112	1.70022619387753e-11	0.544
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Left_Ventricle	intron_9_5436694_5438213	5.08991214250361e-10	0.777
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Heart_Left_Ventricle	intron_12_55997339_56002212	7.08052558701608e-09	0.595
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Kidney_Cortex	intron_22_37190677_37190865	8.58076209354775e-21	0.737
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Liver	intron_22_37190677_37190865	1.04678965489295e-22	0.905
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Liver	intron_22_37185455_37190865	2.43993271694328e-21	0.569
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Liver	intron_6_33287505_33287614	4.80683077307773e-21	0.778
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_6_33287505_33287592	1.29479420415449e-23	0.866
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_6_33287505_33287614	1.22408122536804e-22	0.866
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_22_37190677_37190865	4.07525794294074e-18	0.86
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_12_55990804_55991360	9.98641019881362e-12	0.603
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_17_7324012_7324108	1.70022619387753e-11	0.72
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_17_7324012_7324112	1.70022619387754e-11	0.802
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Lung	intron_19_10351162_10352926	1.63177256404316e-08	0.604
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Minor_Salivary_Gland	intron_6_33287505_33287614	2.98398722536604e-21	0.824
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Minor_Salivary_Gland	intron_6_33287505_33287592	3.02839773013534e-21	0.83
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Minor_Salivary_Gland	intron_22_37190677_37190865	1.24885140152174e-20	0.811
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Minor_Salivary_Gland	intron_12_55990804_55991360	2.21513484325366e-11	0.597
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Muscle_Skeletal	intron_6_33287505_33287614	1.2947942041545e-23	0.741
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Muscle_Skeletal	intron_12_55990804_55991360	9.28395582320964e-12	0.585
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Muscle_Skeletal	intron_12_55991078_55991360	9.29598962570258e-12	0.588
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_6_33287505_33287592	1.29479420415449e-23	0.831
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_22_37190677_37190865	9.44261024800253e-23	0.883
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_6_33287505_33287614	1.52476251404909e-22	0.843
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_12_55990804_55991360	1.90404062359622e-11	0.554
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_12_55991078_55991360	2.21513484325364e-11	0.555
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_19_10351162_10352434	6.6816446310509e-11	0.932
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Nerve_Tibial	intron_19_10351162_10352926	6.68164463105097e-11	0.996
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Ovary	intron_6_33287505_33287592	1.29479420415447e-23	0.584
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Ovary	intron_19_10351162_10352434	5.18900522560062e-13	0.632
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Ovary	intron_19_10351162_10352926	6.6816446310509e-11	0.621
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pancreas	intron_6_33287505_33287614	1.29479420415447e-23	0.79
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pancreas	intron_6_29889604_29944500	1.05317749853859e-09	0.626
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pancreas	intron_7_100687616_100687788	2.72785034653626e-09	0.556
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pancreas	intron_7_100687597_100687788	2.72785034653628e-09	0.515
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pituitary	intron_6_33287505_33287592	1.29479420415449e-23	0.815
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pituitary	intron_6_33287505_33287614	1.2947942041545e-23	0.797
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	Pituitary	intron_22_37190677_37190865	1.35714616898668e-22	0.907
