phenotype	tissue	intron	pvalue	rcp
Astle_et_al_2016_Eosinophil_counts	Spleen	intron_8_144103225_144103847	8.3846587634206e-15	0.568
Astle_et_al_2016_Eosinophil_counts	Spleen	intron_17_75828086_75830028	4.12300382968719e-09	0.792
Astle_et_al_2016_Eosinophil_counts	Spleen	intron_9_136432583_136432956	4.58030992492322e-09	0.728
Astle_et_al_2016_Eosinophil_counts	Spleen	intron_9_136432586_136432956	5.3250030786728e-09	0.725
Astle_et_al_2016_Eosinophil_counts	Stomach	intron_8_144103225_144104025	7.56606197131086e-16	0.503
Astle_et_al_2016_Eosinophil_counts	Stomach	intron_8_144103225_144103553	8.75798951229894e-16	0.74
Astle_et_al_2016_Eosinophil_counts	Stomach	intron_8_144103225_144103847	8.757989512299e-16	0.636
Astle_et_al_2016_Eosinophil_counts	Stomach	intron_19_48954962_48955687	1.03800162146297e-10	0.531
Astle_et_al_2016_Eosinophil_counts	Testis	intron_11_308889_309013	1.05619428684599e-18	0.923
Astle_et_al_2016_Eosinophil_counts	Testis	intron_8_144103225_144103553	8.75798951229894e-16	0.998
Astle_et_al_2016_Eosinophil_counts	Testis	intron_19_45239061_45245341	2.24699759078687e-15	0.572
Astle_et_al_2016_Eosinophil_counts	Testis	intron_8_144103225_144104025	3.34156470585942e-14	0.96
Astle_et_al_2016_Eosinophil_counts	Testis	intron_8_144103225_144103847	8.58198178145778e-13	0.617
Astle_et_al_2016_Eosinophil_counts	Testis	intron_1_8438300_8465925	3.37258558912286e-10	0.552
Astle_et_al_2016_Eosinophil_counts	Testis	intron_9_136432583_136432956	1.66475249226106e-09	0.66
Astle_et_al_2016_Eosinophil_counts	Testis	intron_9_136432586_136432956	2.58839611870754e-09	0.659
Astle_et_al_2016_Eosinophil_counts	Testis	intron_3_51861725_51861858	8.62600618117807e-09	0.921
Astle_et_al_2016_Eosinophil_counts	Testis	intron_3_51861684_51861858	8.62600618117807e-09	0.879
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_19_45854507_45861900	1.86000168057204e-17	0.513
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_19_45854507_45863058	1.89193041512792e-17	0.511
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_8_144103225_144103553	8.75798951229894e-16	0.908
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_8_144103225_144104025	1.09287004077273e-15	0.539
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_8_144103225_144103847	6.75345510463176e-15	0.771
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_3_112333224_112344962	6.970005406257e-14	0.628
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_3_112340983_112344962	1.40830113829892e-13	0.554
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_8_118928929_118932931	1.24853912518349e-09	0.643
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_9_136432583_136432956	1.96849776316955e-09	0.715
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_9_136432586_136432956	2.21997640647188e-09	0.715
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_17_75797397_75809760	3.40773069814394e-09	0.732
Astle_et_al_2016_Eosinophil_counts	Thyroid	intron_9_4793227_4823548	1.27299979333034e-08	0.617
Astle_et_al_2016_Eosinophil_counts	Uterus	intron_9_136432583_136432956	1.77899777950269e-09	0.659
Astle_et_al_2016_Eosinophil_counts	Uterus	intron_9_136432586_136432956	6.01999983755496e-09	0.608
Astle_et_al_2016_Eosinophil_counts	Vagina	intron_9_136432583_136432956	5.32500307867276e-09	0.573
Astle_et_al_2016_Eosinophil_counts	Vagina	intron_9_136432586_136432956	5.3250030786728e-09	0.563
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_4_38680682_38687963	1.29076486927448e-46	0.551
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_4_38680682_38688585	1.3900601170034e-45	0.638
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_2_96540677_96547402	1.08700125237608e-37	0.648
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_6_29944397_30261587	1.03799923958604e-24	0.874
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_14_93951244_93953352	1.14400294101174e-20	0.865
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_11_319985_320565	7.95301497616625e-19	0.995
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_15_79961174_79967637	2.94199972362639e-18	0.702
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_15_79967692_79970700	3.26300418556924e-18	0.692
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_15_79961174_79970700	3.26300418556924e-18	0.707
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_11_308889_309013	4.01851057522867e-18	0.996
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_11_319990_320565	2.84536561477314e-17	0.995
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_8_144103225_144103553	8.79612440655986e-17	0.987
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_8_144103225_144103847	2.08409951981478e-16	0.998
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_8_144103225_144104025	8.75798951229875e-16	0.543
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_2_241749399_241750151	1.93260435682068e-13	0.645
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_1_8424701_8429827	2.12699645286334e-12	0.701
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_1_8422807_8424015	2.12699645286336e-12	0.875
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_1_8422807_8465925	2.12699645286338e-12	0.696
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_1_8432645_8434633	2.25699963910834e-12	0.659
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_19_1104127_1105186	9.78900317432579e-12	0.631
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_19_48955833_48956198	2.04557177524487e-10	0.726
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_19_48955599_48955687	4.0790031936618e-10	0.731
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_16_27345020_27345572	4.4119962966417e-10	0.56
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_17_75828983_75830028	4.12300382968713e-09	0.871
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_17_75828086_75828787	4.12300382968716e-09	0.813
Astle_et_al_2016_Eosinophil_counts	Whole_Blood	intron_11_57416670_57417748	2.64800357708048e-08	0.905
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_19_43649143_43652225	1.03098724314238e-66	0.987
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_1_36477677_36479433	2.61500035662958e-20	0.735
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_168851006_168851084	5.17608364272545e-16	0.887
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_5_69311204_69313985	4.86100802418888e-15	0.588
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_5_69306902_69307951	9.79001608620733e-15	0.553
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_168862049_168863377	4.51925909394855e-14	0.885
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_168862049_168863381	6.95991222179493e-14	0.885
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_168843117_168851084	1.68099973834171e-13	0.529
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_168862049_168864834	1.71650804847232e-13	0.885
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_27376183_27376313	2.73800887240814e-13	0.794
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_2_27376216_27376313	6.55154367556181e-13	0.81
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_5_179699102_179705679	1.62499986967494e-11	0.729
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_5_179699049_179705679	1.62499986967496e-11	0.729
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_1_108195992_108199956	8.81498700081719e-11	0.886
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_9_136431985_136432479	9.052158189366e-11	0.506
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_19_1032696_1036416	1.69528502802729e-10	0.917
Astle_et_al_2016_Granulocyte_count	Adipose_Subcutaneous	intron_13_49549648_49549743	1.02199924977029e-09	0.813
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_1_36475673_36479433	2.61500035662966e-20	0.563
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_2_168851006_168851084	5.83094608878313e-16	0.876
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_5_69311204_69313985	4.84999478924298e-15	0.592
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_2_168851404_168856690	7.19401277142285e-15	0.905
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_5_69306902_69307951	9.79001608620722e-15	0.505
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_2_168862049_168863377	5.69802201889784e-14	0.86
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_2_168862049_168863381	6.28855167905553e-14	0.86
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_2_168862049_168864834	2.57420614285216e-13	0.86
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_5_179699102_179705679	1.62499986967493e-11	0.676
Astle_et_al_2016_Granulocyte_count	Adipose_Visceral_Omentum	intron_5_179699049_179705679	1.62499986967496e-11	0.676
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_19_45239061_45245341	4.32999655244222e-34	0.616
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_2_168862049_168864834	1.5379976960424e-14	0.883
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_2_168862049_168863377	6.50421841959381e-14	0.887
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_19_48633655_48634699	1.14599976492545e-12	0.593
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_11_61811075_61812471	4.4529946776015e-12	0.638
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_5_179699049_179705679	1.62499986967494e-11	0.735
Astle_et_al_2016_Granulocyte_count	Adrenal_Gland	intron_5_179699102_179705679	1.62499986967494e-11	0.736
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_19_43649143_43652225	1.03098724314238e-66	0.565
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_1_36475673_36479433	4.48628928903036e-23	0.683
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_1_36477677_36479433	2.61500035662958e-20	0.593
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_69311204_69320237	4.86100802418888e-15	0.64
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_69311204_69313985	4.86100802418888e-15	0.658
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_69285467_69294793	7.59252274128572e-15	0.578
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_69300127_69303847	9.64498889003724e-15	0.559
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_69306902_69307951	9.79001608620733e-15	0.553
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_9_136433279_136434037	3.16134636430588e-12	0.508
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_179699049_179705679	1.62499986967493e-11	0.721
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_5_179699102_179705679	1.62499986967493e-11	0.723
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_18_23532284_23533355	2.81785446795025e-09	0.665
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_22_17683321_17702243	3.22200130048322e-09	0.556
Astle_et_al_2016_Granulocyte_count	Artery_Aorta	intron_18_23506642_23533355	2.63412001078465e-08	0.73
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_69285467_69294793	4.7050669059678e-15	0.662
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_69311204_69313985	4.84999478924298e-15	0.653
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_69311204_69320237	4.86100802418883e-15	0.675
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_69306902_69307951	9.7900160862075e-15	0.566
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_2_168862049_168863377	2.06407245085055e-14	0.886
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_179699049_179705679	1.62499986967496e-11	0.657
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_5_179699102_179705679	1.62499986967496e-11	0.678
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_2_168862049_168864834	2.29823267451391e-11	0.884
Astle_et_al_2016_Granulocyte_count	Artery_Coronary	intron_13_49549648_49551326	1.02199924977029e-09	0.756
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_11_308438_309013	2.2245002353246e-40	0.817
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_11_314356_314922	1.20823268383836e-23	0.795
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_1_36477677_36479433	2.61500035662956e-20	0.919
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_1_36475673_36479433	9.0530016475627e-17	0.759
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69314043_69320237	2.29199811267223e-15	0.723
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69292362_69294793	2.29199811267225e-15	0.583
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69285467_69294793	2.57603019194662e-15	0.783
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69311204_69313985	4.84999478924298e-15	0.635
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69311204_69320237	4.86100802418874e-15	0.653
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69300127_69303847	9.64498889003724e-15	0.518
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_69306902_69307951	9.79001608620733e-15	0.508
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_2_168862049_168864834	1.53799769604243e-14	0.862
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_179699102_179705679	1.62499986967493e-11	0.504
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_5_179699049_179705679	1.62499986967496e-11	0.521
Astle_et_al_2016_Granulocyte_count	Artery_Tibial	intron_13_49549648_49551326	3.54000315974482e-09	0.745
Astle_et_al_2016_Granulocyte_count	Brain_Amygdala	intron_2_168862049_168864834	1.5379976960424e-14	0.662
Astle_et_al_2016_Granulocyte_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_69311204_69320237	4.86100802418888e-15	0.584
Astle_et_al_2016_Granulocyte_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_179699049_179705679	1.09900045081335e-11	0.627
Astle_et_al_2016_Granulocyte_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_179699102_179705679	1.62499986967494e-11	0.618
Astle_et_al_2016_Granulocyte_count	Brain_Caudate_basal_ganglia	intron_5_69311204_69313985	4.84999478924298e-15	0.526
Astle_et_al_2016_Granulocyte_count	Brain_Caudate_basal_ganglia	intron_5_69311204_69320237	4.86100802418883e-15	0.531
Astle_et_al_2016_Granulocyte_count	Brain_Caudate_basal_ganglia	intron_18_23506642_23533355	1.00650233690091e-11	0.594
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_5_69311204_69313985	4.86100802418883e-15	0.614
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_19_48638293_48638888	7.80576100096458e-12	0.521
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_5_179699049_179705679	1.09900045081335e-11	0.701
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_5_179699102_179705679	1.62499986967494e-11	0.694
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_18_23506642_23533355	5.21600389211151e-11	0.674
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_19_7787978_7788308	1.44000147171232e-10	0.617
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellar_Hemisphere	intron_19_7787978_7788324	1.44000147171232e-10	0.651
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_5_69311204_69320237	4.86100802418883e-15	0.566
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_11_61803111_61803363	1.06830231109198e-13	0.594
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_11_61803188_61803363	1.1419995298625e-13	0.519
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_15_101178980_101235082	5.41199777442875e-12	0.546
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_2_168862049_168864834	8.99737590739282e-12	0.751
Astle_et_al_2016_Granulocyte_count	Brain_Cerebellum	intron_4_728628_730630	9.83599614214638e-11	0.604
Astle_et_al_2016_Granulocyte_count	Brain_Cortex	intron_9_136429807_136430297	3.29099091662151e-16	0.527
Astle_et_al_2016_Granulocyte_count	Brain_Cortex	intron_5_69285467_69294793	2.25650615567547e-15	0.636
Astle_et_al_2016_Granulocyte_count	Brain_Cortex	intron_2_168862049_168864834	1.53799769604243e-14	0.779
Astle_et_al_2016_Granulocyte_count	Brain_Cortex	intron_11_61803111_61803363	1.14199952986249e-13	0.735
Astle_et_al_2016_Granulocyte_count	Brain_Cortex	intron_19_48638293_48638888	7.81575134734108e-12	0.587
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_5_69311204_69313985	4.86100802418888e-15	0.563
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_2_168862049_168864834	1.53799769604243e-14	0.583
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_11_61803111_61803363	1.1419995298625e-13	0.756
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_5_179699102_179705679	7.29218147076971e-12	0.651
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_19_48638293_48638888	7.71547633803534e-12	0.695
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_11_61790602_61792556	8.95687247296918e-12	0.62
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_5_179699049_179705679	1.09900045081334e-11	0.652
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_4_7043849_7048463	1.11400091020207e-09	0.676
Astle_et_al_2016_Granulocyte_count	Brain_Frontal_Cortex_BA9	intron_4_7043849_7054062	1.11400091020207e-09	0.854
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_19_43649143_43652225	1.03098724314238e-66	0.605
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_5_69311204_69313985	4.84999478924298e-15	0.567
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_2_168862049_168864834	5.93409538473426e-12	0.506
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_5_179699049_179705679	1.62499986967494e-11	0.547
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_18_23506642_23533355	5.21600389211154e-11	0.641
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_18_23532284_23533355	4.66960288662682e-10	0.599
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_4_7043849_7054062	1.11400091020207e-09	0.85
Astle_et_al_2016_Granulocyte_count	Brain_Hippocampus	intron_10_89247649_89251737	1.48029057524201e-08	0.714
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_19_43649143_43652225	1.13538999221575e-66	0.647
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_1_36475673_36479433	2.61500035662958e-20	0.506
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_5_69311204_69313985	4.86100802418888e-15	0.594
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_5_179699102_179705679	2.46698334711718e-12	0.654
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_5_179699049_179705679	1.09900045081334e-11	0.62
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_2_168862049_168864834	1.62201051315805e-11	0.846
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_18_23506642_23533355	5.21600389211151e-11	0.682
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_18_23526765_23529179	6.40700544481234e-11	0.636
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_18_23573574_23586287	6.48700590915606e-11	0.602
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_18_23532284_23533355	2.59867656314548e-10	0.605
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_4_7043849_7054062	1.11400091020207e-09	0.972
Astle_et_al_2016_Granulocyte_count	Brain_Hypothalamus	intron_4_7043849_7048463	1.11400091020207e-09	0.969
Astle_et_al_2016_Granulocyte_count	Brain_Nucleus_accumbens_basal_ganglia	intron_2_168862049_168864834	1.53799769604242e-14	0.833
Astle_et_al_2016_Granulocyte_count	Brain_Nucleus_accumbens_basal_ganglia	intron_18_23506642_23533355	1.29015262162914e-11	0.522
Astle_et_al_2016_Granulocyte_count	Brain_Nucleus_accumbens_basal_ganglia	intron_5_179699102_179705679	1.62499986967493e-11	0.676
Astle_et_al_2016_Granulocyte_count	Brain_Nucleus_accumbens_basal_ganglia	intron_5_179699049_179705679	1.62499986967494e-11	0.679
